Image_Paths,Binary_Paths,Mask_Paths
/content/Master/train2017/000000254948.jpg,/content/Master/Binary_Masks/000000254948.png,/content/Master/panoptic_train2017/000000254948.png
/content/Master/train2017/000000448623.jpg,/content/Master/Binary_Masks/000000448623.png,/content/Master/panoptic_train2017/000000448623.png
/content/Master/train2017/000000386062.jpg,/content/Master/Binary_Masks/000000386062.png,/content/Master/panoptic_train2017/000000386062.png
/content/Master/train2017/000000349647.jpg,/content/Master/Binary_Masks/000000349647.png,/content/Master/panoptic_train2017/000000349647.png
/content/Master/train2017/000000329527.jpg,/content/Master/Binary_Masks/000000329527.png,/content/Master/panoptic_train2017/000000329527.png
/content/Master/train2017/000000164924.jpg,/content/Master/Binary_Masks/000000164924.png,/content/Master/panoptic_train2017/000000164924.png
/content/Master/train2017/000000022118.jpg,/content/Master/Binary_Masks/000000022118.png,/content/Master/panoptic_train2017/000000022118.png
/content/Master/train2017/000000437859.jpg,/content/Master/Binary_Masks/000000437859.png,/content/Master/panoptic_train2017/000000437859.png
/content/Master/train2017/000000358624.jpg,/content/Master/Binary_Masks/000000358624.png,/content/Master/panoptic_train2017/000000358624.png
/content/Master/train2017/000000381892.jpg,/content/Master/Binary_Masks/000000381892.png,/content/Master/panoptic_train2017/000000381892.png
/content/Master/train2017/000000376911.jpg,/content/Master/Binary_Masks/000000376911.png,/content/Master/panoptic_train2017/000000376911.png
/content/Master/train2017/000000318355.jpg,/content/Master/Binary_Masks/000000318355.png,/content/Master/panoptic_train2017/000000318355.png
/content/Master/train2017/000000493597.jpg,/content/Master/Binary_Masks/000000493597.png,/content/Master/panoptic_train2017/000000493597.png
/content/Master/train2017/000000063036.jpg,/content/Master/Binary_Masks/000000063036.png,/content/Master/panoptic_train2017/000000063036.png
/content/Master/train2017/000000300375.jpg,/content/Master/Binary_Masks/000000300375.png,/content/Master/panoptic_train2017/000000300375.png
/content/Master/train2017/000000255669.jpg,/content/Master/Binary_Masks/000000255669.png,/content/Master/panoptic_train2017/000000255669.png
/content/Master/train2017/000000241747.jpg,/content/Master/Binary_Masks/000000241747.png,/content/Master/panoptic_train2017/000000241747.png
/content/Master/train2017/000000342204.jpg,/content/Master/Binary_Masks/000000342204.png,/content/Master/panoptic_train2017/000000342204.png
/content/Master/train2017/000000030055.jpg,/content/Master/Binary_Masks/000000030055.png,/content/Master/panoptic_train2017/000000030055.png
/content/Master/train2017/000000551305.jpg,/content/Master/Binary_Masks/000000551305.png,/content/Master/panoptic_train2017/000000551305.png
/content/Master/train2017/000000517403.jpg,/content/Master/Binary_Masks/000000517403.png,/content/Master/panoptic_train2017/000000517403.png
/content/Master/train2017/000000549171.jpg,/content/Master/Binary_Masks/000000549171.png,/content/Master/panoptic_train2017/000000549171.png
/content/Master/train2017/000000430380.jpg,/content/Master/Binary_Masks/000000430380.png,/content/Master/panoptic_train2017/000000430380.png
/content/Master/train2017/000000283186.jpg,/content/Master/Binary_Masks/000000283186.png,/content/Master/panoptic_train2017/000000283186.png
/content/Master/train2017/000000387082.jpg,/content/Master/Binary_Masks/000000387082.png,/content/Master/panoptic_train2017/000000387082.png
/content/Master/train2017/000000485160.jpg,/content/Master/Binary_Masks/000000485160.png,/content/Master/panoptic_train2017/000000485160.png
/content/Master/train2017/000000294667.jpg,/content/Master/Binary_Masks/000000294667.png,/content/Master/panoptic_train2017/000000294667.png
/content/Master/train2017/000000018179.jpg,/content/Master/Binary_Masks/000000018179.png,/content/Master/panoptic_train2017/000000018179.png
/content/Master/train2017/000000189996.jpg,/content/Master/Binary_Masks/000000189996.png,/content/Master/panoptic_train2017/000000189996.png
/content/Master/train2017/000000316281.jpg,/content/Master/Binary_Masks/000000316281.png,/content/Master/panoptic_train2017/000000316281.png
/content/Master/train2017/000000527573.jpg,/content/Master/Binary_Masks/000000527573.png,/content/Master/panoptic_train2017/000000527573.png
/content/Master/train2017/000000424867.jpg,/content/Master/Binary_Masks/000000424867.png,/content/Master/panoptic_train2017/000000424867.png
/content/Master/train2017/000000172925.jpg,/content/Master/Binary_Masks/000000172925.png,/content/Master/panoptic_train2017/000000172925.png
/content/Master/train2017/000000300903.jpg,/content/Master/Binary_Masks/000000300903.png,/content/Master/panoptic_train2017/000000300903.png
/content/Master/train2017/000000396110.jpg,/content/Master/Binary_Masks/000000396110.png,/content/Master/panoptic_train2017/000000396110.png
/content/Master/train2017/000000507990.jpg,/content/Master/Binary_Masks/000000507990.png,/content/Master/panoptic_train2017/000000507990.png
/content/Master/train2017/000000345388.jpg,/content/Master/Binary_Masks/000000345388.png,/content/Master/panoptic_train2017/000000345388.png
/content/Master/train2017/000000502582.jpg,/content/Master/Binary_Masks/000000502582.png,/content/Master/panoptic_train2017/000000502582.png
/content/Master/train2017/000000400241.jpg,/content/Master/Binary_Masks/000000400241.png,/content/Master/panoptic_train2017/000000400241.png
/content/Master/train2017/000000046990.jpg,/content/Master/Binary_Masks/000000046990.png,/content/Master/panoptic_train2017/000000046990.png
/content/Master/train2017/000000260818.jpg,/content/Master/Binary_Masks/000000260818.png,/content/Master/panoptic_train2017/000000260818.png
/content/Master/train2017/000000329433.jpg,/content/Master/Binary_Masks/000000329433.png,/content/Master/panoptic_train2017/000000329433.png
/content/Master/train2017/000000333862.jpg,/content/Master/Binary_Masks/000000333862.png,/content/Master/panoptic_train2017/000000333862.png
/content/Master/train2017/000000084851.jpg,/content/Master/Binary_Masks/000000084851.png,/content/Master/panoptic_train2017/000000084851.png
/content/Master/train2017/000000260478.jpg,/content/Master/Binary_Masks/000000260478.png,/content/Master/panoptic_train2017/000000260478.png
/content/Master/train2017/000000443343.jpg,/content/Master/Binary_Masks/000000443343.png,/content/Master/panoptic_train2017/000000443343.png
/content/Master/train2017/000000253537.jpg,/content/Master/Binary_Masks/000000253537.png,/content/Master/panoptic_train2017/000000253537.png
/content/Master/train2017/000000088931.jpg,/content/Master/Binary_Masks/000000088931.png,/content/Master/panoptic_train2017/000000088931.png
/content/Master/train2017/000000225130.jpg,/content/Master/Binary_Masks/000000225130.png,/content/Master/panoptic_train2017/000000225130.png
/content/Master/train2017/000000363146.jpg,/content/Master/Binary_Masks/000000363146.png,/content/Master/panoptic_train2017/000000363146.png
/content/Master/train2017/000000504230.jpg,/content/Master/Binary_Masks/000000504230.png,/content/Master/panoptic_train2017/000000504230.png
/content/Master/train2017/000000120185.jpg,/content/Master/Binary_Masks/000000120185.png,/content/Master/panoptic_train2017/000000120185.png
/content/Master/train2017/000000521999.jpg,/content/Master/Binary_Masks/000000521999.png,/content/Master/panoptic_train2017/000000521999.png
/content/Master/train2017/000000355778.jpg,/content/Master/Binary_Masks/000000355778.png,/content/Master/panoptic_train2017/000000355778.png
/content/Master/train2017/000000561913.jpg,/content/Master/Binary_Masks/000000561913.png,/content/Master/panoptic_train2017/000000561913.png
/content/Master/train2017/000000233630.jpg,/content/Master/Binary_Masks/000000233630.png,/content/Master/panoptic_train2017/000000233630.png
/content/Master/train2017/000000437106.jpg,/content/Master/Binary_Masks/000000437106.png,/content/Master/panoptic_train2017/000000437106.png
/content/Master/train2017/000000180470.jpg,/content/Master/Binary_Masks/000000180470.png,/content/Master/panoptic_train2017/000000180470.png
/content/Master/train2017/000000454444.jpg,/content/Master/Binary_Masks/000000454444.png,/content/Master/panoptic_train2017/000000454444.png
/content/Master/train2017/000000568098.jpg,/content/Master/Binary_Masks/000000568098.png,/content/Master/panoptic_train2017/000000568098.png
/content/Master/train2017/000000163358.jpg,/content/Master/Binary_Masks/000000163358.png,/content/Master/panoptic_train2017/000000163358.png
/content/Master/train2017/000000243509.jpg,/content/Master/Binary_Masks/000000243509.png,/content/Master/panoptic_train2017/000000243509.png
/content/Master/train2017/000000279401.jpg,/content/Master/Binary_Masks/000000279401.png,/content/Master/panoptic_train2017/000000279401.png
/content/Master/train2017/000000536595.jpg,/content/Master/Binary_Masks/000000536595.png,/content/Master/panoptic_train2017/000000536595.png
/content/Master/train2017/000000061983.jpg,/content/Master/Binary_Masks/000000061983.png,/content/Master/panoptic_train2017/000000061983.png
/content/Master/train2017/000000157801.jpg,/content/Master/Binary_Masks/000000157801.png,/content/Master/panoptic_train2017/000000157801.png
/content/Master/train2017/000000119693.jpg,/content/Master/Binary_Masks/000000119693.png,/content/Master/panoptic_train2017/000000119693.png
/content/Master/train2017/000000081967.jpg,/content/Master/Binary_Masks/000000081967.png,/content/Master/panoptic_train2017/000000081967.png
/content/Master/train2017/000000212479.jpg,/content/Master/Binary_Masks/000000212479.png,/content/Master/panoptic_train2017/000000212479.png
/content/Master/train2017/000000405657.jpg,/content/Master/Binary_Masks/000000405657.png,/content/Master/panoptic_train2017/000000405657.png
/content/Master/train2017/000000128093.jpg,/content/Master/Binary_Masks/000000128093.png,/content/Master/panoptic_train2017/000000128093.png
/content/Master/train2017/000000546056.jpg,/content/Master/Binary_Masks/000000546056.png,/content/Master/panoptic_train2017/000000546056.png
/content/Master/train2017/000000113159.jpg,/content/Master/Binary_Masks/000000113159.png,/content/Master/panoptic_train2017/000000113159.png
/content/Master/train2017/000000550812.jpg,/content/Master/Binary_Masks/000000550812.png,/content/Master/panoptic_train2017/000000550812.png
/content/Master/train2017/000000277533.jpg,/content/Master/Binary_Masks/000000277533.png,/content/Master/panoptic_train2017/000000277533.png
/content/Master/train2017/000000404283.jpg,/content/Master/Binary_Masks/000000404283.png,/content/Master/panoptic_train2017/000000404283.png
/content/Master/train2017/000000039528.jpg,/content/Master/Binary_Masks/000000039528.png,/content/Master/panoptic_train2017/000000039528.png
/content/Master/train2017/000000239915.jpg,/content/Master/Binary_Masks/000000239915.png,/content/Master/panoptic_train2017/000000239915.png
/content/Master/train2017/000000231134.jpg,/content/Master/Binary_Masks/000000231134.png,/content/Master/panoptic_train2017/000000231134.png
/content/Master/train2017/000000510385.jpg,/content/Master/Binary_Masks/000000510385.png,/content/Master/panoptic_train2017/000000510385.png
/content/Master/train2017/000000536553.jpg,/content/Master/Binary_Masks/000000536553.png,/content/Master/panoptic_train2017/000000536553.png
/content/Master/train2017/000000005424.jpg,/content/Master/Binary_Masks/000000005424.png,/content/Master/panoptic_train2017/000000005424.png
/content/Master/train2017/000000516733.jpg,/content/Master/Binary_Masks/000000516733.png,/content/Master/panoptic_train2017/000000516733.png
/content/Master/train2017/000000259240.jpg,/content/Master/Binary_Masks/000000259240.png,/content/Master/panoptic_train2017/000000259240.png
/content/Master/train2017/000000350552.jpg,/content/Master/Binary_Masks/000000350552.png,/content/Master/panoptic_train2017/000000350552.png
/content/Master/train2017/000000099265.jpg,/content/Master/Binary_Masks/000000099265.png,/content/Master/panoptic_train2017/000000099265.png
/content/Master/train2017/000000175908.jpg,/content/Master/Binary_Masks/000000175908.png,/content/Master/panoptic_train2017/000000175908.png
/content/Master/train2017/000000050868.jpg,/content/Master/Binary_Masks/000000050868.png,/content/Master/panoptic_train2017/000000050868.png
/content/Master/train2017/000000014029.jpg,/content/Master/Binary_Masks/000000014029.png,/content/Master/panoptic_train2017/000000014029.png
/content/Master/train2017/000000072776.jpg,/content/Master/Binary_Masks/000000072776.png,/content/Master/panoptic_train2017/000000072776.png
/content/Master/train2017/000000440106.jpg,/content/Master/Binary_Masks/000000440106.png,/content/Master/panoptic_train2017/000000440106.png
/content/Master/train2017/000000091821.jpg,/content/Master/Binary_Masks/000000091821.png,/content/Master/panoptic_train2017/000000091821.png
/content/Master/train2017/000000053150.jpg,/content/Master/Binary_Masks/000000053150.png,/content/Master/panoptic_train2017/000000053150.png
/content/Master/train2017/000000386803.jpg,/content/Master/Binary_Masks/000000386803.png,/content/Master/panoptic_train2017/000000386803.png
/content/Master/train2017/000000254176.jpg,/content/Master/Binary_Masks/000000254176.png,/content/Master/panoptic_train2017/000000254176.png
/content/Master/train2017/000000168355.jpg,/content/Master/Binary_Masks/000000168355.png,/content/Master/panoptic_train2017/000000168355.png
/content/Master/train2017/000000351130.jpg,/content/Master/Binary_Masks/000000351130.png,/content/Master/panoptic_train2017/000000351130.png
/content/Master/train2017/000000130865.jpg,/content/Master/Binary_Masks/000000130865.png,/content/Master/panoptic_train2017/000000130865.png
/content/Master/train2017/000000338544.jpg,/content/Master/Binary_Masks/000000338544.png,/content/Master/panoptic_train2017/000000338544.png
/content/Master/train2017/000000504909.jpg,/content/Master/Binary_Masks/000000504909.png,/content/Master/panoptic_train2017/000000504909.png
/content/Master/train2017/000000259243.jpg,/content/Master/Binary_Masks/000000259243.png,/content/Master/panoptic_train2017/000000259243.png
/content/Master/train2017/000000036919.jpg,/content/Master/Binary_Masks/000000036919.png,/content/Master/panoptic_train2017/000000036919.png
/content/Master/train2017/000000496556.jpg,/content/Master/Binary_Masks/000000496556.png,/content/Master/panoptic_train2017/000000496556.png
/content/Master/train2017/000000264712.jpg,/content/Master/Binary_Masks/000000264712.png,/content/Master/panoptic_train2017/000000264712.png
/content/Master/train2017/000000050434.jpg,/content/Master/Binary_Masks/000000050434.png,/content/Master/panoptic_train2017/000000050434.png
/content/Master/train2017/000000495687.jpg,/content/Master/Binary_Masks/000000495687.png,/content/Master/panoptic_train2017/000000495687.png
/content/Master/train2017/000000398246.jpg,/content/Master/Binary_Masks/000000398246.png,/content/Master/panoptic_train2017/000000398246.png
/content/Master/train2017/000000452819.jpg,/content/Master/Binary_Masks/000000452819.png,/content/Master/panoptic_train2017/000000452819.png
/content/Master/train2017/000000182416.jpg,/content/Master/Binary_Masks/000000182416.png,/content/Master/panoptic_train2017/000000182416.png
/content/Master/train2017/000000144388.jpg,/content/Master/Binary_Masks/000000144388.png,/content/Master/panoptic_train2017/000000144388.png
/content/Master/train2017/000000059906.jpg,/content/Master/Binary_Masks/000000059906.png,/content/Master/panoptic_train2017/000000059906.png
/content/Master/train2017/000000192566.jpg,/content/Master/Binary_Masks/000000192566.png,/content/Master/panoptic_train2017/000000192566.png
/content/Master/train2017/000000518207.jpg,/content/Master/Binary_Masks/000000518207.png,/content/Master/panoptic_train2017/000000518207.png
/content/Master/train2017/000000374666.jpg,/content/Master/Binary_Masks/000000374666.png,/content/Master/panoptic_train2017/000000374666.png
/content/Master/train2017/000000546518.jpg,/content/Master/Binary_Masks/000000546518.png,/content/Master/panoptic_train2017/000000546518.png
/content/Master/train2017/000000438769.jpg,/content/Master/Binary_Masks/000000438769.png,/content/Master/panoptic_train2017/000000438769.png
/content/Master/train2017/000000113698.jpg,/content/Master/Binary_Masks/000000113698.png,/content/Master/panoptic_train2017/000000113698.png
/content/Master/train2017/000000524775.jpg,/content/Master/Binary_Masks/000000524775.png,/content/Master/panoptic_train2017/000000524775.png
/content/Master/train2017/000000272036.jpg,/content/Master/Binary_Masks/000000272036.png,/content/Master/panoptic_train2017/000000272036.png
/content/Master/train2017/000000153736.jpg,/content/Master/Binary_Masks/000000153736.png,/content/Master/panoptic_train2017/000000153736.png
/content/Master/train2017/000000522569.jpg,/content/Master/Binary_Masks/000000522569.png,/content/Master/panoptic_train2017/000000522569.png
/content/Master/train2017/000000238390.jpg,/content/Master/Binary_Masks/000000238390.png,/content/Master/panoptic_train2017/000000238390.png
/content/Master/train2017/000000083430.jpg,/content/Master/Binary_Masks/000000083430.png,/content/Master/panoptic_train2017/000000083430.png
/content/Master/train2017/000000110724.jpg,/content/Master/Binary_Masks/000000110724.png,/content/Master/panoptic_train2017/000000110724.png
/content/Master/train2017/000000429042.jpg,/content/Master/Binary_Masks/000000429042.png,/content/Master/panoptic_train2017/000000429042.png
/content/Master/train2017/000000431536.jpg,/content/Master/Binary_Masks/000000431536.png,/content/Master/panoptic_train2017/000000431536.png
/content/Master/train2017/000000015725.jpg,/content/Master/Binary_Masks/000000015725.png,/content/Master/panoptic_train2017/000000015725.png
/content/Master/train2017/000000574178.jpg,/content/Master/Binary_Masks/000000574178.png,/content/Master/panoptic_train2017/000000574178.png
/content/Master/train2017/000000472569.jpg,/content/Master/Binary_Masks/000000472569.png,/content/Master/panoptic_train2017/000000472569.png
/content/Master/train2017/000000384970.jpg,/content/Master/Binary_Masks/000000384970.png,/content/Master/panoptic_train2017/000000384970.png
/content/Master/train2017/000000482148.jpg,/content/Master/Binary_Masks/000000482148.png,/content/Master/panoptic_train2017/000000482148.png
/content/Master/train2017/000000033175.jpg,/content/Master/Binary_Masks/000000033175.png,/content/Master/panoptic_train2017/000000033175.png
/content/Master/train2017/000000308486.jpg,/content/Master/Binary_Masks/000000308486.png,/content/Master/panoptic_train2017/000000308486.png
/content/Master/train2017/000000271411.jpg,/content/Master/Binary_Masks/000000271411.png,/content/Master/panoptic_train2017/000000271411.png
/content/Master/train2017/000000474934.jpg,/content/Master/Binary_Masks/000000474934.png,/content/Master/panoptic_train2017/000000474934.png
/content/Master/train2017/000000487496.jpg,/content/Master/Binary_Masks/000000487496.png,/content/Master/panoptic_train2017/000000487496.png
/content/Master/train2017/000000251366.jpg,/content/Master/Binary_Masks/000000251366.png,/content/Master/panoptic_train2017/000000251366.png
/content/Master/train2017/000000303593.jpg,/content/Master/Binary_Masks/000000303593.png,/content/Master/panoptic_train2017/000000303593.png
/content/Master/train2017/000000510399.jpg,/content/Master/Binary_Masks/000000510399.png,/content/Master/panoptic_train2017/000000510399.png
/content/Master/train2017/000000384093.jpg,/content/Master/Binary_Masks/000000384093.png,/content/Master/panoptic_train2017/000000384093.png
/content/Master/train2017/000000356749.jpg,/content/Master/Binary_Masks/000000356749.png,/content/Master/panoptic_train2017/000000356749.png
/content/Master/train2017/000000525015.jpg,/content/Master/Binary_Masks/000000525015.png,/content/Master/panoptic_train2017/000000525015.png
/content/Master/train2017/000000310606.jpg,/content/Master/Binary_Masks/000000310606.png,/content/Master/panoptic_train2017/000000310606.png
/content/Master/train2017/000000078703.jpg,/content/Master/Binary_Masks/000000078703.png,/content/Master/panoptic_train2017/000000078703.png
/content/Master/train2017/000000265719.jpg,/content/Master/Binary_Masks/000000265719.png,/content/Master/panoptic_train2017/000000265719.png
/content/Master/train2017/000000304260.jpg,/content/Master/Binary_Masks/000000304260.png,/content/Master/panoptic_train2017/000000304260.png
/content/Master/train2017/000000278822.jpg,/content/Master/Binary_Masks/000000278822.png,/content/Master/panoptic_train2017/000000278822.png
/content/Master/train2017/000000368541.jpg,/content/Master/Binary_Masks/000000368541.png,/content/Master/panoptic_train2017/000000368541.png
/content/Master/train2017/000000436056.jpg,/content/Master/Binary_Masks/000000436056.png,/content/Master/panoptic_train2017/000000436056.png
/content/Master/train2017/000000514147.jpg,/content/Master/Binary_Masks/000000514147.png,/content/Master/panoptic_train2017/000000514147.png
/content/Master/train2017/000000429710.jpg,/content/Master/Binary_Masks/000000429710.png,/content/Master/panoptic_train2017/000000429710.png
/content/Master/train2017/000000172176.jpg,/content/Master/Binary_Masks/000000172176.png,/content/Master/panoptic_train2017/000000172176.png
/content/Master/train2017/000000158913.jpg,/content/Master/Binary_Masks/000000158913.png,/content/Master/panoptic_train2017/000000158913.png
/content/Master/train2017/000000362343.jpg,/content/Master/Binary_Masks/000000362343.png,/content/Master/panoptic_train2017/000000362343.png
/content/Master/train2017/000000504531.jpg,/content/Master/Binary_Masks/000000504531.png,/content/Master/panoptic_train2017/000000504531.png
/content/Master/train2017/000000139389.jpg,/content/Master/Binary_Masks/000000139389.png,/content/Master/panoptic_train2017/000000139389.png
/content/Master/train2017/000000528047.jpg,/content/Master/Binary_Masks/000000528047.png,/content/Master/panoptic_train2017/000000528047.png
/content/Master/train2017/000000021470.jpg,/content/Master/Binary_Masks/000000021470.png,/content/Master/panoptic_train2017/000000021470.png
/content/Master/train2017/000000131364.jpg,/content/Master/Binary_Masks/000000131364.png,/content/Master/panoptic_train2017/000000131364.png
/content/Master/train2017/000000364680.jpg,/content/Master/Binary_Masks/000000364680.png,/content/Master/panoptic_train2017/000000364680.png
/content/Master/train2017/000000378268.jpg,/content/Master/Binary_Masks/000000378268.png,/content/Master/panoptic_train2017/000000378268.png
/content/Master/train2017/000000353807.jpg,/content/Master/Binary_Masks/000000353807.png,/content/Master/panoptic_train2017/000000353807.png
/content/Master/train2017/000000173716.jpg,/content/Master/Binary_Masks/000000173716.png,/content/Master/panoptic_train2017/000000173716.png
/content/Master/train2017/000000260190.jpg,/content/Master/Binary_Masks/000000260190.png,/content/Master/panoptic_train2017/000000260190.png
/content/Master/train2017/000000567755.jpg,/content/Master/Binary_Masks/000000567755.png,/content/Master/panoptic_train2017/000000567755.png
/content/Master/train2017/000000144862.jpg,/content/Master/Binary_Masks/000000144862.png,/content/Master/panoptic_train2017/000000144862.png
/content/Master/train2017/000000297409.jpg,/content/Master/Binary_Masks/000000297409.png,/content/Master/panoptic_train2017/000000297409.png
/content/Master/train2017/000000444583.jpg,/content/Master/Binary_Masks/000000444583.png,/content/Master/panoptic_train2017/000000444583.png
/content/Master/train2017/000000492886.jpg,/content/Master/Binary_Masks/000000492886.png,/content/Master/panoptic_train2017/000000492886.png
/content/Master/train2017/000000292822.jpg,/content/Master/Binary_Masks/000000292822.png,/content/Master/panoptic_train2017/000000292822.png
/content/Master/train2017/000000382345.jpg,/content/Master/Binary_Masks/000000382345.png,/content/Master/panoptic_train2017/000000382345.png
/content/Master/train2017/000000322119.jpg,/content/Master/Binary_Masks/000000322119.png,/content/Master/panoptic_train2017/000000322119.png
/content/Master/train2017/000000538120.jpg,/content/Master/Binary_Masks/000000538120.png,/content/Master/panoptic_train2017/000000538120.png
/content/Master/train2017/000000036046.jpg,/content/Master/Binary_Masks/000000036046.png,/content/Master/panoptic_train2017/000000036046.png
/content/Master/train2017/000000282557.jpg,/content/Master/Binary_Masks/000000282557.png,/content/Master/panoptic_train2017/000000282557.png
/content/Master/train2017/000000294892.jpg,/content/Master/Binary_Masks/000000294892.png,/content/Master/panoptic_train2017/000000294892.png
/content/Master/train2017/000000143164.jpg,/content/Master/Binary_Masks/000000143164.png,/content/Master/panoptic_train2017/000000143164.png
/content/Master/train2017/000000314992.jpg,/content/Master/Binary_Masks/000000314992.png,/content/Master/panoptic_train2017/000000314992.png
/content/Master/train2017/000000494236.jpg,/content/Master/Binary_Masks/000000494236.png,/content/Master/panoptic_train2017/000000494236.png
/content/Master/train2017/000000496942.jpg,/content/Master/Binary_Masks/000000496942.png,/content/Master/panoptic_train2017/000000496942.png
/content/Master/train2017/000000156704.jpg,/content/Master/Binary_Masks/000000156704.png,/content/Master/panoptic_train2017/000000156704.png
/content/Master/train2017/000000569678.jpg,/content/Master/Binary_Masks/000000569678.png,/content/Master/panoptic_train2017/000000569678.png
/content/Master/train2017/000000355974.jpg,/content/Master/Binary_Masks/000000355974.png,/content/Master/panoptic_train2017/000000355974.png
/content/Master/train2017/000000233706.jpg,/content/Master/Binary_Masks/000000233706.png,/content/Master/panoptic_train2017/000000233706.png
/content/Master/train2017/000000148810.jpg,/content/Master/Binary_Masks/000000148810.png,/content/Master/panoptic_train2017/000000148810.png
/content/Master/train2017/000000536999.jpg,/content/Master/Binary_Masks/000000536999.png,/content/Master/panoptic_train2017/000000536999.png
/content/Master/train2017/000000565570.jpg,/content/Master/Binary_Masks/000000565570.png,/content/Master/panoptic_train2017/000000565570.png
/content/Master/train2017/000000047425.jpg,/content/Master/Binary_Masks/000000047425.png,/content/Master/panoptic_train2017/000000047425.png
/content/Master/train2017/000000050470.jpg,/content/Master/Binary_Masks/000000050470.png,/content/Master/panoptic_train2017/000000050470.png
/content/Master/train2017/000000235582.jpg,/content/Master/Binary_Masks/000000235582.png,/content/Master/panoptic_train2017/000000235582.png
/content/Master/train2017/000000205729.jpg,/content/Master/Binary_Masks/000000205729.png,/content/Master/panoptic_train2017/000000205729.png
/content/Master/train2017/000000301187.jpg,/content/Master/Binary_Masks/000000301187.png,/content/Master/panoptic_train2017/000000301187.png
/content/Master/train2017/000000148994.jpg,/content/Master/Binary_Masks/000000148994.png,/content/Master/panoptic_train2017/000000148994.png
/content/Master/train2017/000000153638.jpg,/content/Master/Binary_Masks/000000153638.png,/content/Master/panoptic_train2017/000000153638.png
/content/Master/train2017/000000429858.jpg,/content/Master/Binary_Masks/000000429858.png,/content/Master/panoptic_train2017/000000429858.png
/content/Master/train2017/000000095809.jpg,/content/Master/Binary_Masks/000000095809.png,/content/Master/panoptic_train2017/000000095809.png
/content/Master/train2017/000000475765.jpg,/content/Master/Binary_Masks/000000475765.png,/content/Master/panoptic_train2017/000000475765.png
/content/Master/train2017/000000248251.jpg,/content/Master/Binary_Masks/000000248251.png,/content/Master/panoptic_train2017/000000248251.png
/content/Master/train2017/000000055375.jpg,/content/Master/Binary_Masks/000000055375.png,/content/Master/panoptic_train2017/000000055375.png
/content/Master/train2017/000000346097.jpg,/content/Master/Binary_Masks/000000346097.png,/content/Master/panoptic_train2017/000000346097.png
/content/Master/train2017/000000073262.jpg,/content/Master/Binary_Masks/000000073262.png,/content/Master/panoptic_train2017/000000073262.png
/content/Master/train2017/000000136903.jpg,/content/Master/Binary_Masks/000000136903.png,/content/Master/panoptic_train2017/000000136903.png
/content/Master/train2017/000000229329.jpg,/content/Master/Binary_Masks/000000229329.png,/content/Master/panoptic_train2017/000000229329.png
/content/Master/train2017/000000449455.jpg,/content/Master/Binary_Masks/000000449455.png,/content/Master/panoptic_train2017/000000449455.png
/content/Master/train2017/000000237848.jpg,/content/Master/Binary_Masks/000000237848.png,/content/Master/panoptic_train2017/000000237848.png
/content/Master/train2017/000000553774.jpg,/content/Master/Binary_Masks/000000553774.png,/content/Master/panoptic_train2017/000000553774.png
/content/Master/train2017/000000032829.jpg,/content/Master/Binary_Masks/000000032829.png,/content/Master/panoptic_train2017/000000032829.png
/content/Master/train2017/000000033405.jpg,/content/Master/Binary_Masks/000000033405.png,/content/Master/panoptic_train2017/000000033405.png
/content/Master/train2017/000000010591.jpg,/content/Master/Binary_Masks/000000010591.png,/content/Master/panoptic_train2017/000000010591.png
/content/Master/train2017/000000072797.jpg,/content/Master/Binary_Masks/000000072797.png,/content/Master/panoptic_train2017/000000072797.png
/content/Master/train2017/000000470267.jpg,/content/Master/Binary_Masks/000000470267.png,/content/Master/panoptic_train2017/000000470267.png
/content/Master/train2017/000000172490.jpg,/content/Master/Binary_Masks/000000172490.png,/content/Master/panoptic_train2017/000000172490.png
/content/Master/train2017/000000572001.jpg,/content/Master/Binary_Masks/000000572001.png,/content/Master/panoptic_train2017/000000572001.png
/content/Master/train2017/000000205604.jpg,/content/Master/Binary_Masks/000000205604.png,/content/Master/panoptic_train2017/000000205604.png
/content/Master/train2017/000000460346.jpg,/content/Master/Binary_Masks/000000460346.png,/content/Master/panoptic_train2017/000000460346.png
/content/Master/train2017/000000050583.jpg,/content/Master/Binary_Masks/000000050583.png,/content/Master/panoptic_train2017/000000050583.png
/content/Master/train2017/000000461787.jpg,/content/Master/Binary_Masks/000000461787.png,/content/Master/panoptic_train2017/000000461787.png
/content/Master/train2017/000000277479.jpg,/content/Master/Binary_Masks/000000277479.png,/content/Master/panoptic_train2017/000000277479.png
/content/Master/train2017/000000021971.jpg,/content/Master/Binary_Masks/000000021971.png,/content/Master/panoptic_train2017/000000021971.png
/content/Master/train2017/000000256221.jpg,/content/Master/Binary_Masks/000000256221.png,/content/Master/panoptic_train2017/000000256221.png
/content/Master/train2017/000000164871.jpg,/content/Master/Binary_Masks/000000164871.png,/content/Master/panoptic_train2017/000000164871.png
/content/Master/train2017/000000361439.jpg,/content/Master/Binary_Masks/000000361439.png,/content/Master/panoptic_train2017/000000361439.png
/content/Master/train2017/000000249524.jpg,/content/Master/Binary_Masks/000000249524.png,/content/Master/panoptic_train2017/000000249524.png
/content/Master/train2017/000000564848.jpg,/content/Master/Binary_Masks/000000564848.png,/content/Master/panoptic_train2017/000000564848.png
/content/Master/train2017/000000102235.jpg,/content/Master/Binary_Masks/000000102235.png,/content/Master/panoptic_train2017/000000102235.png
